chromosome,interval,mean_recomb_rate
b'Pseudochr8',20130000-22143000,0.000000000000004828134391616266
b'Pseudochr8',22143000-24156000,0.000000000000005239368695489305
b'Pseudochr8',24156000-26169000,0.000000000000005957481967116665
b'Pseudochr8',26169000-28182000,0.000000000000006762008268501132
b'Pseudochr8',28182000-30195000,0.000000000000007790095333776105
b'Pseudochr9',0-2001000,0.00000000000000021098138109210293
b'Pseudochr9',2001000-4002000,0.0000000000000007926930319720412
b'Pseudochr9',4002000-6003000,0.0000000000000015923331338497724
b'Pseudochr9',6003000-8004000,0.000000000000002316843524785293
b'Pseudochr9',8004000-10005000,0.000000000000002482168534650435
b'Pseudochr9',10005000-12006000,0.0000000000000026412662739410228
b'Pseudochr9',12006000-14007000,0.0000000000000027948720524952696
b'Pseudochr9',14007000-16008000,0.0000000000000030050060508020832
b'Pseudochr9',16008000-18009000,0.000000000000003275033579271753
b'Pseudochr9',18009000-20010000,0.000000000000003700286420714136
b'Pseudochr9',20010000-22011000,0.000000000000004528128114436776
b'Pseudochr9',22011000-24012000,0.000000000000005508811996493331
